serie,season,number,episode,year,genre,runtime,votes,rating
It's Always Sunny in Philadelphia,12,8,The Gang Tends Bar,2017,Comedy,23,2607,8.1
It's Always Sunny in Philadelphia,12,9,A Cricket's Tale,2017,Comedy,19,2742,7.3
It's Always Sunny in Philadelphia,12,10,Dennis' Double Life,2017,Comedy,23,2827,8.5
It's Always Sunny in Philadelphia,13,1,The Gang Makes Paddy's Great Again,2018,Comedy,23,3344,7.5
It's Always Sunny in Philadelphia,13,2,The Gang Escapes,2018,Comedy,23,3013,8.0
It's Always Sunny in Philadelphia,13,3,The Gang Beats Boggs: Ladies Reboot,2018,Comedy,21,4113,6.6
It's Always Sunny in Philadelphia,13,4,Time's Up for the Gang,2018,Comedy,22,4220,9.2
It's Always Sunny in Philadelphia,13,5,The Gang Gets New Wheels,2018,Comedy,25,3577,8.9
It's Always Sunny in Philadelphia,13,6,The Gang Solves the Bathroom Problem,2018,Comedy,23,3023,8.2
It's Always Sunny in Philadelphia,13,7,The Gang Does a Clip Show,2018,Comedy,21,3051,7.5
It's Always Sunny in Philadelphia,13,8,Charlie's Home Alone,2018,Comedy,20,3064,6.8
It's Always Sunny in Philadelphia,13,9,The Gang Wins the Big Game,2018,Comedy,20,2765,7.1
It's Always Sunny in Philadelphia,13,10,Mac Finds His Pride,2018,Comedy,21,6273,8.7
It's Always Sunny in Philadelphia,14,1,The Gang Gets Romantic,2019,Comedy,25,2796,7.9
It's Always Sunny in Philadelphia,14,2,Thunder Gun 4: Maximum Cool,2019,Comedy,23,2617,7.8
It's Always Sunny in Philadelphia,14,3,Dee Day,2019,Comedy,25,2383,8.3
It's Always Sunny in Philadelphia,14,4,The Gang Chokes,2019,Comedy,25,2371,8.0
It's Always Sunny in Philadelphia,14,5,The Gang Texts,2019,Comedy,24,2580,8.0
It's Always Sunny in Philadelphia,14,6,The Janitor Always Mops Twice,2019,Comedy,23,3031,8.5
It's Always Sunny in Philadelphia,14,7,The Gang Solves Global Warming,2019,Comedy,20,2210,7.9
It's Always Sunny in Philadelphia,14,8,Paddy's Has a Jumper,2019,Comedy,20,2261,8.3
It's Always Sunny in Philadelphia,14,9,A Woman's Right to Chop,2019,Comedy,20,2091,7.8
It's Always Sunny in Philadelphia,14,10,Waiting for Big Mo,2019,Comedy,20,2240,7.6
It's Always Sunny in Philadelphia,15,1,2020: A Year In Review,2021,Comedy,23,2948,8.0
It's Always Sunny in Philadelphia,15,2,The Gang Makes Lethal Weapon 7,2021,Comedy,22,2469,7.7
It's Always Sunny in Philadelphia,15,3,The Gang Buys a Roller Rink,2021,Comedy,21,2274,7.6
It's Always Sunny in Philadelphia,15,4,The Gang Replaces Dee With a Monkey,2021,Comedy,21,2114,8.1
It's Always Sunny in Philadelphia,15,5,The Gang Goes to Ireland,2021,Comedy,21,2045,8.0
It's Always Sunny in Philadelphia,15,6,The Gang's Still in Ireland,2021,Comedy,22,2158,8.5
It's Always Sunny in Philadelphia,15,7,Dee Sinks in a Bog,2021,Comedy,23,1831,7.9
It's Always Sunny in Philadelphia,15,8,The Gang Carries a Corpse Up a Mountain,2021,Comedy,22,2620,8.7
It's Always Sunny in Philadelphia,16,1,The Gang Inflates,2023,Comedy,22,2349,8.1
It's Always Sunny in Philadelphia,16,2,Frank Shoots Every Member of the Gang,2023,Comedy,22,2180,7.8
It's Always Sunny in Philadelphia,16,3,The Gang Gets Cursed,2023,Comedy,21,1881,7.6
It's Always Sunny in Philadelphia,16,4,Frank vs. Russia,2023,Comedy,21,2627,8.7
It's Always Sunny in Philadelphia,16,5,Celebrity Booze: The Ultimate Cash Grab,2023,Comedy,21,1998,8.0
It's Always Sunny in Philadelphia,16,6,Risk E. Rat's Pizza & Amusement Center,2023,Comedy,21,1799,7.8
It's Always Sunny in Philadelphia,16,7,The Gang Goes Bowling,2023,Comedy,22,2000,8.7
It's Always Sunny in Philadelphia,16,8,Dennis Takes a Mental Health Day,2023,Comedy,23,2936,9.2
It's Always Sunny in Philadelphia,,,It's Always Sunny on TV,2021,Comedy,25,368,7.6
Jessica Jones,1,1,A.K.A. Ladies Night,2015,"Action,Crime,Drama",52,7692,7.9
Jessica Jones,1,2,A.K.A. Crush Syndrome,2015,"Action,Crime,Drama",52,6450,8.0
Jessica Jones,1,3,A.K.A. It's Called Whiskey,2015,"Action,Crime,Drama",54,6143,8.1
Jessica Jones,1,4,A.K.A. 99 Friends,2015,"Action,Crime,Drama",49,5909,7.9
Jessica Jones,1,5,A.K.A. The Sandwich Saved Me,2015,"Action,Crime,Drama",50,5873,8.3
Jessica Jones,1,6,A.K.A. You're a Winner!,2015,"Action,Crime,Drama",54,5692,8.1
Jessica Jones,1,7,A.K.A. Top Shelf Perverts,2015,"Action,Crime,Drama",55,5728,8.4
Jessica Jones,1,8,A.K.A. WWJD?,2015,"Action,Crime,Drama",50,6133,8.8
Jessica Jones,1,9,A.K.A. Sin Bin,2015,"Action,Crime,Drama",55,6384,9.0
Jessica Jones,1,10,"A.K.A. 1,000 Cuts",2015,"Action,Crime,Drama",46,5887,8.6
Jessica Jones,1,11,A.K.A. I've Got the Blues,2015,"Action,Crime,Drama",50,5402,8.0
Jessica Jones,1,12,A.K.A. Take a Bloody Number,2015,"Action,Crime,Drama",54,5428,8.3
Jessica Jones,1,13,A.K.A. Smile,2015,"Action,Crime,Drama",52,5938,8.6
Jessica Jones,2,1,A.K.A. Start at the Beginning,2018,"Action,Crime,Drama",54,3711,7.4
Jessica Jones,2,2,A.K.A. Freak Accident,2018,"Action,Crime,Drama",56,3378,7.4
Jessica Jones,2,3,A.K.A. Sole Survivor,2018,"Action,Crime,Drama",55,3259,7.6
Jessica Jones,2,4,A.K.A. God Help the Hobo,2018,"Action,Crime,Drama",50,3204,7.6
Jessica Jones,2,5,A.K.A. The Octopus,2018,"Action,Crime,Drama",53,3183,7.7
Jessica Jones,2,6,A.K.A. Facetime,2018,"Action,Crime,Drama",49,3153,7.6
Jessica Jones,2,7,A.K.A. I Want Your Cray Cray,2018,"Action,Crime,Drama",54,3388,8.2
Jessica Jones,2,8,A.K.A. Ain't We Got Fun,2018,"Action,Crime,Drama",50,3061,7.5
Jessica Jones,2,9,"A.K.A. Shark in the Bathtub, Monster in the Bed",2018,"Action,Crime,Drama",50,3048,7.6
Jessica Jones,2,10,A.K.A. Pork Chop,2018,"Action,Crime,Drama",55,3026,7.5
Jessica Jones,2,11,A.K.A. Three Lives and Counting,2018,"Action,Crime,Drama",49,3252,8.2
Jessica Jones,2,12,A.K.A. Pray for My Patsy,2018,"Action,Crime,Drama",47,3011,7.7
Jessica Jones,2,13,A.K.A. Playland,2018,"Action,Crime,Drama",53,3206,7.8
Jessica Jones,3,1,A.K.A. The Perfect Burger,2019,"Action,Crime,Drama",51,2438,7.4
Jessica Jones,3,2,A.K.A. You're Welcome,2019,"Action,Crime,Drama",55,2398,7.1
Jessica Jones,3,3,A.K.A. I Have No Spleen,2019,"Action,Crime,Drama",56,2220,7.3
Jessica Jones,3,4,A.K.A. Customer Service is Standing By,2019,"Action,Crime,Drama",45,2171,7.5
Jessica Jones,3,5,A.K.A. I Wish,2019,"Action,Crime,Drama",53,2142,7.7
Jessica Jones,3,6,A.K.A. Sorry Face,2019,"Action,Crime,Drama",53,2090,7.6
Jessica Jones,3,7,A.K.A. The Double Half-Wappinger,2019,"Action,Crime,Drama",50,2119,8.0
Jessica Jones,3,8,A.K.A. Camera Friendly,2019,"Action,Crime,Drama",44,2161,8.3
Jessica Jones,3,9,A.K.A. I Did Something Today,2019,"Action,Crime,Drama",51,2051,7.6
Jessica Jones,3,10,A.K.A. Hero Pants,2019,"Action,Crime,Drama",50,2016,7.6
Jessica Jones,3,11,A.K.A. Hellcat,2019,"Action,Crime,Drama",48,2094,7.5
Jessica Jones,3,12,A.K.A. A Lotta Worms,2019,"Action,Crime,Drama",49,2117,8.3
Jessica Jones,3,13,A.K.A. Everything,2019,"Action,Crime,Drama",51,2334,8.0
Loki,1,1,Glorious Purpose,2021,"Action,Adventure,Fantasy",51,34944,8.6
Loki,1,2,The Variant,2021,"Action,Adventure,Fantasy",53,31527,8.7
Loki,1,3,Lamentis,2021,"Action,Adventure,Fantasy",42,29128,7.7
Loki,1,4,The Nexus Event,2021,"Action,Adventure,Fantasy",48,30901,9.0
Loki,1,5,Journey Into Mystery,2021,"Action,Adventure,Fantasy",48,27206,8.9
Loki,1,6,For All Time. Always.,2021,"Action,Adventure,Fantasy",45,27707,8.6
Loki,2,1,Ouroboros,2023,"Action,Adventure,Fantasy",45,17115,8.2
Loki,2,2,Breaking Brad,2023,"Action,Adventure,Fantasy",49,14044,7.5
Loki,2,3,1893,2023,"Action,Adventure,Fantasy",54,13619,7.7
Loki,2,4,Heart of the TVA,2023,"Action,Adventure,Fantasy",50,15301,8.6
Loki,2,5,Science/Fiction,2023,"Action,Adventure,Fantasy",45,15093,8.7
Loki,2,6,Glorious Purpose,2023,"Action,Adventure,Fantasy",56,27339,9.4
Lost,1,1,Pilot: Part 1,2004,"Adventure,Drama,Fantasy",42,14493,9.1
Lost,1,2,Pilot: Part 2,2004,"Adventure,Drama,Fantasy",40,11252,9.1
Lost,1,3,Tabula Rasa,2004,"Adventure,Drama,Fantasy",43,8929,8.3
Lost,1,4,Walkabout,2004,"Adventure,Drama,Fantasy",42,10130,9.0
Lost,1,5,White Rabbit,2004,"Adventure,Drama,Fantasy",42,8127,8.3
Lost,1,6,House of the Rising Sun,2004,"Adventure,Drama,Fantasy",42,7937,8.0
Lost,1,7,The Moth,2004,"Adventure,Drama,Fantasy",43,7977,8.3
Lost,1,8,Confidence Man,2004,"Adventure,Drama,Fantasy",43,8105,8.6
Lost,1,9,Solitary,2004,"Adventure,Drama,Fantasy",43,7626,8.4
Lost,1,10,Raised by Another,2004,"Adventure,Drama,Fantasy",42,7738,8.5
Lost,1,11,All the Best Cowboys Have Daddy Issues,2004,"Adventure,Drama,Fantasy",42,7851,8.8
Lost,1,12,Whatever the Case May Be,2005,"Adventure,Drama,Fantasy",43,7394,7.8
Lost,1,13,Hearts and Minds,2005,"Adventure,Drama,Fantasy",43,7263,8.0
Lost,1,14,Special,2005,"Adventure,Drama,Fantasy",43,7108,8.0
Lost,1,15,Homecoming,2005,"Adventure,Drama,Fantasy",41,7179,8.2
Lost,1,16,Outlaws,2005,"Adventure,Drama,Fantasy",43,7333,8.5
Lost,1,17,...In Translation,2005,"Adventure,Drama,Fantasy",43,7146,8.3
Lost,1,18,Numbers,2005,"Adventure,Drama,Fantasy",43,8210,9.0
Lost,1,19,Deus Ex Machina,2005,"Adventure,Drama,Fantasy",43,8074,9.0
Lost,1,20,Do No Harm,2005,"Adventure,Drama,Fantasy",43,7849,8.9
Lost,1,21,The Greater Good,2005,"Adventure,Drama,Fantasy",43,6809,8.2
Lost,1,22,Born to Run,2005,"Adventure,Drama,Fantasy",43,6895,7.9
Lost,1,23,Exodus: Part 1,2005,"Adventure,Drama,Fantasy",43,8055,9.0
Lost,1,24,Exodus: Part 2,2005,"Adventure,Drama,Fantasy",43,8728,9.2
Lost,1,25,Exodus: Part 3,2005,"Adventure,Drama,Fantasy",43,5820,9.3
Lost,2,1,"Man of Science, Man of Faith",2005,"Adventure,Drama,Fantasy",43,8494,9.1
Lost,2,2,Adrift,2005,"Adventure,Drama,Fantasy",42,6667,8.3
Lost,2,3,Orientation,2005,"Adventure,Drama,Fantasy",43,6965,8.7
Lost,2,4,Everybody Hates Hugo,2005,"Adventure,Drama,Fantasy",43,6677,8.2
Lost,2,5,...And Found,2005,"Adventure,Drama,Fantasy",42,6433,7.7
Lost,2,6,Abandoned,2005,"Adventure,Drama,Fantasy",43,6433,8.2
Lost,2,7,The Other 48 Days,2005,"Adventure,Drama,Fantasy",46,7466,8.7
Lost,2,8,Collision,2005,"Adventure,Drama,Fantasy",42,6565,8.6
Lost,2,9,What Kate Did,2005,"Adventure,Drama,Fantasy",46,6384,8.2
Lost,2,10,The 23rd Psalm,2006,"Adventure,Drama,Fantasy",43,6738,8.6
Lost,2,11,The Hunting Party,2006,"Adventure,Drama,Fantasy",43,6315,8.3
Lost,2,12,Fire + Water,2006,"Adventure,Drama,Fantasy",43,6463,7.1
Lost,2,13,The Long Con,2006,"Adventure,Drama,Fantasy",44,6611,8.6
Lost,2,14,One of Them,2006,"Adventure,Drama,Fantasy",44,6351,8.5
Lost,2,15,Maternity Leave,2006,"Adventure,Drama,Fantasy",46,6291,8.2
Lost,2,16,The Whole Truth,2006,"Adventure,Drama,Fantasy",43,6055,8.1
Lost,2,17,Lockdown,2006,"Adventure,Drama,Fantasy",43,7058,9.0
Lost,2,18,Dave,2006,"Adventure,Drama,Fantasy",46,6559,8.2
Lost,2,19,S.O.S.,2006,"Adventure,Drama,Fantasy",43,6382,7.7
Lost,2,20,Two for the Road,2006,"Adventure,Drama,Fantasy",43,7121,8.9
Lost,2,21,?,2006,"Adventure,Drama,Fantasy",46,6634,8.7
Lost,2,22,Three Minutes,2006,"Adventure,Drama,Fantasy",45,6244,8.4
Lost,2,23,"Live Together, Die Alone: Part 1",2006,"Adventure,Drama,Fantasy",44,9302,9.3
Lost,2,24,"Live Together, Die Alone: Part 2",2006,"Adventure,Drama,Fantasy",43,2169,9.4
Lost,3,1,A Tale of Two Cities,2006,"Adventure,Drama,Fantasy",43,7329,8.5
Lost,3,2,The Glass Ballerina,2006,"Adventure,Drama,Fantasy",43,6302,7.9
Lost,3,3,Further Instructions,2006,"Adventure,Drama,Fantasy",42,6234,7.8
Lost,3,4,Every Man for Himself,2006,"Adventure,Drama,Fantasy",43,6296,8.2
Lost,3,5,The Cost of Living,2006,"Adventure,Drama,Fantasy",43,6282,8.0
Lost,3,6,I Do,2006,"Adventure,Drama,Fantasy",43,6614,8.5
Lost,3,7,Not in Portland,2007,"Adventure,Drama,Fantasy",43,6584,8.6
Lost,3,8,Flashes Before Your Eyes,2007,"Adventure,Drama,Fantasy",43,8244,9.1
Lost,3,9,Stranger in a Strange Land,2007,"Adventure,Drama,Fantasy",43,6466,7.1
Lost,3,10,Tricia Tanaka Is Dead,2007,"Adventure,Drama,Fantasy",43,6682,8.2
Lost,3,11,Enter 77,2007,"Adventure,Drama,Fantasy",43,6392,8.5
Lost,3,12,Par Avion,2007,"Adventure,Drama,Fantasy",43,6163,8.1
Lost,3,13,The Man from Tallahassee,2007,"Adventure,Drama,Fantasy",43,7321,9.1
Lost,3,14,Exposé,2007,"Adventure,Drama,Fantasy",42,7394,7.9
Lost,3,15,Left Behind,2007,"Adventure,Drama,Fantasy",43,6059,8.0
Lost,3,16,One of Us,2007,"Adventure,Drama,Fantasy",43,6300,8.6
Lost,3,17,Catch-22,2007,"Adventure,Drama,Fantasy",42,6059,8.3
Lost,3,18,D.O.C.,2007,"Adventure,Drama,Fantasy",43,6004,8.1
Lost,3,19,The Brig,2007,"Adventure,Drama,Fantasy",43,7154,9.0
Lost,3,20,The Man Behind the Curtain,2007,"Adventure,Drama,Fantasy",43,7894,9.2
Lost,3,21,Greatest Hits,2007,"Adventure,Drama,Fantasy",43,7856,9.1
Lost,3,22,Through the Looking Glass: Part 1,2007,"Adventure,Drama,Fantasy",43,14465,9.6
Lost,3,23,Through the Looking Glass: Part 2,2007,"Adventure,Drama,Fantasy",43,2758,9.7
Lost,4,1,The Beginning of the End,2008,"Adventure,Drama,Fantasy",43,7634,8.7
Lost,4,2,Confirmed Dead,2008,"Adventure,Drama,Fantasy",43,6553,8.6
Lost,4,3,The Economist,2008,"Adventure,Drama,Fantasy",43,6180,8.3
Lost,4,4,Eggtown,2008,"Adventure,Drama,Fantasy",43,6055,8.0
Lost,4,5,The Constant,2008,"Adventure,Drama,Fantasy",43,17049,9.7
Lost,4,6,The Other Woman,2008,"Adventure,Drama,Fantasy",43,5928,7.7
Lost,4,7,Ji Yeon,2008,"Adventure,Drama,Fantasy",43,6102,8.3
Lost,4,8,Meet Kevin Johnson,2008,"Adventure,Drama,Fantasy",43,6021,8.3
Lost,4,9,The Shape of Things to Come,2008,"Adventure,Drama,Fantasy",43,7106,9.0
Lost,4,10,Something Nice Back Home,2008,"Adventure,Drama,Fantasy",43,5787,7.9
Lost,4,11,Cabin Fever,2008,"Adventure,Drama,Fantasy",44,5982,8.5
Lost,4,12,There's No Place Like Home: Part 1,2008,"Adventure,Drama,Fantasy",43,6551,8.9
Lost,4,13,There's No Place Like Home: Part 2,2008,"Adventure,Drama,Fantasy",40,7711,9.2
Lost,4,14,There's No Place Like Home: Part 3,2008,"Adventure,Drama,Fantasy",44,5773,9.2
Lost,5,1,Because You Left,2009,"Adventure,Drama,Fantasy",43,6757,8.7
Lost,5,2,The Lie,2009,"Adventure,Drama,Fantasy",42,5826,8.1
Lost,5,3,Jughead,2009,"Adventure,Drama,Fantasy",43,5946,8.4
Lost,5,4,The Little Prince,2009,"Adventure,Drama,Fantasy",43,5641,8.2
Lost,5,5,This Place Is Death,2009,"Adventure,Drama,Fantasy",43,5943,8.6
Lost,5,6,316,2009,"Adventure,Drama,Fantasy",43,5801,8.5
Lost,5,7,The Life and Death of Jeremy Bentham,2009,"Adventure,Drama,Fantasy",46,6456,8.8
Lost,5,8,LaFleur,2009,"Adventure,Drama,Fantasy",43,6665,8.9
Lost,5,9,Namaste,2009,"Adventure,Drama,Fantasy",43,5554,8.4
Lost,5,10,He's Our You,2009,"Adventure,Drama,Fantasy",42,5489,8.4
Lost,5,11,"Whatever Happened, Happened",2009,"Adventure,Drama,Fantasy",43,5474,8.1
Lost,5,12,Dead Is Dead,2009,"Adventure,Drama,Fantasy",43,5815,8.7
Lost,5,13,Some Like It Hoth,2009,"Adventure,Drama,Fantasy",43,5195,8.1
Lost,5,14,The Variable,2009,"Adventure,Drama,Fantasy",43,6101,8.7
Lost,5,15,Follow the Leader,2009,"Adventure,Drama,Fantasy",43,5614,8.5
Lost,5,16,The Incident: Part 1,2009,"Adventure,Drama,Fantasy",42,7614,9.1
Lost,5,17,The Incident: Part 2,2009,"Adventure,Drama,Fantasy",42,5719,9.2
Lost,6,1,LA X: Part 1,2010,"Adventure,Drama,Fantasy",41,6623,8.6
Lost,6,2,LA X: Part 2,2010,"Adventure,Drama,Fantasy",43,4536,8.3
Lost,6,3,What Kate Does,2010,"Adventure,Drama,Fantasy",43,5717,7.5
Lost,6,4,The Substitute,2010,"Adventure,Drama,Fantasy",43,5399,8.2
Lost,6,5,Lighthouse,2010,"Adventure,Drama,Fantasy",44,5318,7.9
Lost,6,6,Sundown,2010,"Adventure,Drama,Fantasy",42,5217,7.9
Lost,6,7,Dr. Linus,2010,"Adventure,Drama,Fantasy",43,5495,8.4
Lost,6,8,Recon,2010,"Adventure,Drama,Fantasy",43,5273,7.7
Lost,6,9,Ab Aeterno,2010,"Adventure,Drama,Fantasy",48,8623,9.2
Lost,6,10,The Package,2010,"Adventure,Drama,Fantasy",43,5183,7.7
Lost,6,11,Happily Ever After,2010,"Adventure,Drama,Fantasy",43,6440,8.8
Lost,6,12,Everybody Loves Hugo,2010,"Adventure,Drama,Fantasy",43,5314,8.3
Lost,6,13,The Last Recruit,2010,"Adventure,Drama,Fantasy",43,5255,8.1
Lost,6,14,The Candidate,2010,"Adventure,Drama,Fantasy",43,6786,8.9
Lost,6,15,Across the Sea,2010,"Adventure,Drama,Fantasy",43,6790,8.2
Lost,6,16,What They Died For,2010,"Adventure,Drama,Fantasy",43,6068,8.6
Lost,6,17,The End: Part 1,2010,"Adventure,Drama,Fantasy",50,12939,8.3
Lost,6,18,The End: Part 2,2010,"Adventure,Drama,Fantasy",43,4086,9.1
"Love, Death & Robots",1,1,Sonnie's Edge,2019,"Action,Adventure,Animation",17,25403,8.2
"Love, Death & Robots",1,2,Three Robots,2019,"Action,Adventure,Animation",12,23695,7.9
"Love, Death & Robots",1,3,The Witness,2019,"Action,Adventure,Animation",12,23059,7.8
"Love, Death & Robots",1,4,Suits,2019,"Action,Adventure,Animation",17,19389,7.4
"Love, Death & Robots",1,5,Sucker of Souls,2019,"Action,Adventure,Animation",13,18014,6.4
"Love, Death & Robots",1,6,When the Yogurt Took Over,2019,"Action,Adventure,Animation",6,19622,6.7
"Love, Death & Robots",1,7,Beyond the Aquila Rift,2019,"Action,Adventure,Animation",17,25153,8.5
"Love, Death & Robots",1,8,Good Hunting,2019,"Action,Adventure,Animation",17,19813,8.0
"Love, Death & Robots",1,9,The Dump,2019,"Action,Adventure,Animation",11,16783,6.3
"Love, Death & Robots",1,10,Shape-Shifters,2019,"Action,Adventure,Animation",16,17860,7.4
"Love, Death & Robots",1,11,Helping Hand,2019,"Action,Adventure,Animation",10,16744,7.4
"Love, Death & Robots",1,12,Fish Night,2019,"Action,Adventure,Animation",10,16573,6.3
"Love, Death & Robots",1,13,Lucky 13,2019,"Action,Adventure,Animation",15,16646,7.4
"Love, Death & Robots",1,14,Zima Blue,2019,"Action,Adventure,Animation",10,21645,8.3
"Love, Death & Robots",1,15,Blindspot,2019,"Action,Adventure,Animation",9,14837,6.3
"Love, Death & Robots",1,16,Ice Age,2019,"Action,Adventure,Animation",11,18163,7.0
"Love, Death & Robots",1,17,Alternate Histories,2019,"Action,Adventure,Animation",8,16230,6.3
"Love, Death & Robots",1,18,The Secret War,2019,"Action,Adventure,Animation",16,19146,8.1
"Love, Death & Robots",2,1,Automated Customer Service,2021,"Action,Adventure,Animation",12,13100,6.5
"Love, Death & Robots",2,2,Ice,2021,"Action,Adventure,Animation",13,12342,6.1
"Love, Death & Robots",2,3,Pop Squad,2021,"Action,Adventure,Animation",18,14465,8.1
"Love, Death & Robots",2,4,Snow in the Desert,2021,"Action,Adventure,Animation",18,12894,7.8
"Love, Death & Robots",2,5,The Tall Grass,2021,"Action,Adventure,Animation",11,11681,7.0
"Love, Death & Robots",2,6,All Through the House,2021,"Action,Adventure,Animation",7,11627,7.3
"Love, Death & Robots",2,7,Life Hutch,2021,"Action,Adventure,Animation",13,10711,6.5
"Love, Death & Robots",2,8,The Drowned Giant,2021,"Action,Adventure,Animation",13,11775,6.9
"Love, Death & Robots",3,1,Three Robots: Exit Strategies,2022,"Action,Adventure,Animation",12,12343,7.1
"Love, Death & Robots",3,2,Bad Travelling,2022,"Action,Adventure,Animation",23,17143,8.7
"Love, Death & Robots",3,3,The Very Pulse of the Machine,2022,"Action,Adventure,Animation",17,11796,6.8
"Love, Death & Robots",3,4,Night of the Mini Dead,2022,"Action,Adventure,Animation",7,12341,7.5
"Love, Death & Robots",3,5,Kill Team Kill,2022,"Action,Adventure,Animation",13,10598,6.4
"Love, Death & Robots",3,6,Swarm,2022,"Action,Adventure,Animation",17,10398,6.9
"Love, Death & Robots",3,7,Mason's Rats,2022,"Action,Adventure,Animation",10,10991,7.6
"Love, Death & Robots",3,8,In Vaulted Halls Entombed,2022,"Action,Adventure,Animation",15,10265,7.2
"Love, Death & Robots",3,9,Jibaro,2022,"Action,Adventure,Animation",17,16408,8.1
Lucifer,1,1,Pilot,2016,"Crime,Drama,Fantasy",44,10471,8.5
Lucifer,1,2,"Lucifer, Stay. Good Devil.",2016,"Crime,Drama,Fantasy",44,7285,8.0
Lucifer,1,3,The Would-Be Prince of Darkness,2016,"Crime,Drama,Fantasy",43,6580,7.9
Lucifer,1,4,Manly Whatnots,2016,"Crime,Drama,Fantasy",42,6446,8.3
Lucifer,1,5,Sweet Kicks,2016,"Crime,Drama,Fantasy",43,5988,7.8
Lucifer,1,6,Favorite Son,2016,"Crime,Drama,Fantasy",43,6291,8.6
Lucifer,1,7,Wingman,2016,"Crime,Drama,Fantasy",43,5897,8.4
Lucifer,1,8,"Et Tu, Doctor?",2016,"Crime,Drama,Fantasy",43,5570,8.0
Lucifer,1,9,A Priest Walks Into a Bar,2016,"Crime,Drama,Fantasy",42,7032,8.9
Lucifer,1,10,Pops,2016,"Crime,Drama,Fantasy",44,5511,8.1
Lucifer,1,11,St. Lucifer,2016,"Crime,Drama,Fantasy",44,5566,8.5
Lucifer,1,12,#TeamLucifer,2016,"Crime,Drama,Fantasy",44,6039,8.9
Lucifer,1,13,Take Me Back to Hell,2016,"Crime,Drama,Fantasy",43,6666,9.0
Lucifer,2,1,Everything's Coming Up Lucifer,2016,"Crime,Drama,Fantasy",44,5281,8.2
Lucifer,2,2,"Liar, Liar, Slutty Dress on Fire",2016,"Crime,Drama,Fantasy",43,4923,8.3
Lucifer,2,3,Sin-Eater,2016,"Crime,Drama,Fantasy",43,4677,7.9
Lucifer,2,4,Lady Parts,2016,"Crime,Drama,Fantasy",42,4745,8.3
Lucifer,2,5,Weaponizer,2016,"Crime,Drama,Fantasy",44,5084,8.6
Lucifer,2,6,Monster,2016,"Crime,Drama,Fantasy",43,5963,9.0
Lucifer,2,7,My Little Monkey,2016,"Crime,Drama,Fantasy",43,4819,8.6
Lucifer,2,8,Trip to Stabby Town,2016,"Crime,Drama,Fantasy",43,4621,8.5
Lucifer,2,9,Homewrecker,2016,"Crime,Drama,Fantasy",43,4668,8.6
Lucifer,2,10,Quid Pro Ho,2016,"Crime,Drama,Fantasy",44,5207,8.9
Lucifer,2,11,Stewardess Interruptus,2017,"Crime,Drama,Fantasy",43,4707,8.6
Lucifer,2,12,Love Handles,2017,"Crime,Drama,Fantasy",43,4995,8.9
Lucifer,2,13,A Good Day to Die,2017,"Crime,Drama,Fantasy",43,7082,9.3
Lucifer,2,14,Candy Morningstar,2017,"Crime,Drama,Fantasy",43,4503,8.1
Lucifer,2,15,Deceptive Little Parasite,2017,"Crime,Drama,Fantasy",43,4176,8.0
Lucifer,2,16,God Johnson,2017,"Crime,Drama,Fantasy",43,4727,8.8
Lucifer,2,17,Sympathy for the Goddess,2017,"Crime,Drama,Fantasy",43,4157,8.3
Lucifer,2,18,"The Good, the Bad, and the Crispy",2017,"Crime,Drama,Fantasy",43,5083,9.0
Lucifer,3,1,"They're Back, Aren't They?",2017,"Crime,Drama,Fantasy",43,5005,8.3
Lucifer,3,2,The One with the Baby Carrot,2017,"Crime,Drama,Fantasy",43,4508,7.8
Lucifer,3,3,Mr. and Mrs. Mazikeen Smith,2017,"Crime,Drama,Fantasy",43,4715,8.3
Lucifer,3,4,What Would Lucifer Do?,2017,"Crime,Drama,Fantasy",43,4435,7.8
Lucifer,3,5,"Welcome Back, Charlotte Richards",2017,"Crime,Drama,Fantasy",43,4410,8.0
Lucifer,3,6,Vegas With Some Radish,2017,"Crime,Drama,Fantasy",43,4961,8.6
Lucifer,3,7,Off the Record,2017,"Crime,Drama,Fantasy",43,6563,9.1
Lucifer,3,8,Chloe Does Lucifer,2017,"Crime,Drama,Fantasy",43,4370,7.8
Lucifer,3,9,The Sinnerman,2017,"Crime,Drama,Fantasy",43,4541,8.4
Lucifer,3,10,The Sin Bin,2017,"Crime,Drama,Fantasy",43,4926,8.8
Lucifer,3,11,City of Angels?,2018,"Crime,Drama,Fantasy",43,4677,8.1
Lucifer,3,12,All About Her,2018,"Crime,Drama,Fantasy",43,4248,8.0
Lucifer,3,13,Til Death Do Us Part,2018,"Crime,Drama,Fantasy",43,4816,8.6
Lucifer,3,14,My Brother's Keeper,2018,"Crime,Drama,Fantasy",43,4180,7.9
Lucifer,3,15,High School Poppycock,2018,"Crime,Drama,Fantasy",43,4257,7.9
Lucifer,3,16,Infernal Guinea Pig,2018,"Crime,Drama,Fantasy",43,4209,8.0
Lucifer,3,17,Let Pinhead Sing!,2018,"Crime,Drama,Fantasy",43,4339,8.0
Lucifer,3,18,The Last Heartbreak,2018,"Crime,Drama,Fantasy",43,4212,8.0
Lucifer,3,19,Orange Is the New Maze,2018,"Crime,Drama,Fantasy",43,4273,8.2
Lucifer,3,20,The Angel of San Bernardino,2018,"Crime,Drama,Fantasy",43,5074,8.8
