serie,season,number,episode,year,genre,runtime,votes,rating
Criminal Minds,13,1,Wheels Up,2017,"Crime,Drama,Mystery",43,1803,8.1
Criminal Minds,13,2,To a Better Place,2017,"Crime,Drama,Mystery",43,1912,7.5
Criminal Minds,13,3,Blue Angel,2017,"Crime,Drama,Mystery",43,1534,7.3
Criminal Minds,13,4,Killer App,2017,"Crime,Drama,Mystery",40,1629,7.5
Criminal Minds,13,5,Lucky Strikes,2017,"Crime,Drama,Mystery",42,1507,7.7
Criminal Minds,13,6,The Bunker,2017,"Crime,Drama,Mystery",42,1873,7.6
Criminal Minds,13,7,Dust and Bones,2017,"Crime,Drama,Mystery",42,1707,7.3
Criminal Minds,13,8,Neon Terror,2017,"Crime,Drama,Mystery",40,1235,7.0
Criminal Minds,13,9,False Flag,2017,"Crime,Drama,Mystery",43,1390,7.3
Criminal Minds,13,10,Submerged,2018,"Crime,Drama,Mystery",42,1133,6.9
Criminal Minds,13,11,Full-Tilt Boogie,2018,"Crime,Drama,Mystery",42,1242,7.3
Criminal Minds,13,12,Bad Moon on the Rise,2018,"Crime,Drama,Mystery",41,1575,7.2
Criminal Minds,13,13,Cure,2018,"Crime,Drama,Mystery",43,1438,7.4
Criminal Minds,13,14,Miasma,2018,"Crime,Drama,Mystery",42,1582,7.2
Criminal Minds,13,15,Annihilator,2018,"Crime,Drama,Mystery",42,1644,7.6
Criminal Minds,13,16,Last Gasp,2018,"Crime,Drama,Mystery",43,1326,8.1
Criminal Minds,13,17,The Capilanos,2018,"Crime,Drama,Mystery",43,1668,7.5
Criminal Minds,13,18,The Dance of Love,2018,"Crime,Drama,Mystery",42,1362,7.4
Criminal Minds,13,19,Ex Parte,2018,"Crime,Drama,Mystery",42,1313,7.5
Criminal Minds,13,20,All You Can Eat,2018,"Crime,Drama,Mystery",42,1119,6.9
Criminal Minds,13,21,Mixed Signals,2018,"Crime,Drama,Mystery",40,1046,7.0
Criminal Minds,13,22,Believer,2018,"Crime,Drama,Mystery",43,1547,8.5
Criminal Minds,14,1,300,2018,"Crime,Drama,Mystery",41,1441,8.3
Criminal Minds,14,2,Starter Home,2018,"Crime,Drama,Mystery",43,1090,7.6
Criminal Minds,14,3,Rule 34,2018,"Crime,Drama,Mystery",41,1053,7.4
Criminal Minds,14,4,Innocence,2018,"Crime,Drama,Mystery",40,998,7.1
Criminal Minds,14,5,The Tall Man,2018,"Crime,Drama,Mystery",43,1374,8.3
Criminal Minds,14,6,Luke,2018,"Crime,Drama,Mystery",41,1092,7.4
Criminal Minds,14,7,Twenty Seven,2018,"Crime,Drama,Mystery",41,1075,7.7
Criminal Minds,14,8,Ashley,2018,"Crime,Drama,Mystery",43,1004,7.4
Criminal Minds,14,9,Broken Wing,2018,"Crime,Drama,Mystery",43,944,7.3
Criminal Minds,14,10,Flesh and Blood,2018,"Crime,Drama,Mystery",43,949,7.4
Criminal Minds,14,11,Night Lights,2019,"Crime,Drama,Mystery",40,904,7.2
Criminal Minds,14,12,Hamelin,2019,"Crime,Drama,Mystery",43,983,7.4
Criminal Minds,14,13,Chameleon,2019,"Crime,Drama,Mystery",42,1138,8.1
Criminal Minds,14,14,Sick and Evil,2019,"Crime,Drama,Mystery",40,851,7.1
Criminal Minds,14,15,Truth or Dare,2019,"Crime,Drama,Mystery",43,1115,7.5
Criminal Minds,15,1,Under the Skin,2020,"Crime,Drama,Mystery",43,927,7.9
Criminal Minds,15,2,Awakenings,2020,"Crime,Drama,Mystery",41,871,7.9
Criminal Minds,15,3,Spectator Slowing,2020,"Crime,Drama,Mystery",41,773,7.2
Criminal Minds,15,4,Saturday,2020,"Crime,Drama,Mystery",43,1046,8.0
Criminal Minds,15,5,Ghost,2020,"Crime,Drama,Mystery",40,770,7.3
Criminal Minds,15,6,Date Night,2020,"Crime,Drama,Mystery",43,1188,8.6
Criminal Minds,15,7,Rusty,2020,"Crime,Drama,Mystery",43,765,7.0
Criminal Minds,15,8,Family Tree,2020,"Crime,Drama,Mystery",42,738,7.2
Criminal Minds,15,9,Face Off,2020,"Crime,Drama,Mystery",43,798,8.2
Criminal Minds,15,10,And in the End,2020,"Crime,Drama,Mystery",43,1163,7.5
Criminal Minds,16,1,Just Getting Started,2022,"Crime,Drama,Mystery",,1080,8.0
Criminal Minds,16,2,Sicarius,2022,"Crime,Drama,Mystery",,886,8.1
Criminal Minds,16,3,Moose,2022,"Crime,Drama,Mystery",,758,7.9
Criminal Minds,16,4,Pay-Per-View,2022,"Crime,Drama,Mystery",,692,7.7
Criminal Minds,16,5,Oedipus Wrecks,2022,"Crime,Drama,Mystery",,709,8.3
Criminal Minds,16,6,True Conviction,2023,"Crime,Drama,Mystery",,632,7.7
Criminal Minds,16,7,What Doesn't Kill Us,2023,"Crime,Drama,Mystery",,616,7.8
Criminal Minds,16,8,Forget Me Knots,2023,"Crime,Drama,Mystery",,601,8.0
Criminal Minds,16,9,Memento Mori,2023,"Crime,Drama,Mystery",,635,8.1
Criminal Minds,16,10,Dead End,2023,"Crime,Drama,Mystery",,719,7.9
Criminal Minds,17,1,Gold Star,2024,"Crime,Drama,Mystery",,510,8.0
Criminal Minds,17,2,Contagion,2024,"Crime,Drama,Mystery",,451,7.7
Criminal Minds,17,3,Homesick,2024,"Crime,Drama,Mystery",,409,7.3
Criminal Minds,17,4,Kingdom of the Blind,2024,"Crime,Drama,Mystery",,396,7.5
Criminal Minds,17,5,Conspiracy vs. Theory,2024,"Crime,Drama,Mystery",,363,7.5
Criminal Minds,17,6,Message in a Bottle,2024,"Crime,Drama,Mystery",,394,7.2
Criminal Minds,17,7,Piranha,2024,"Crime,Drama,Mystery",,415,7.9
Criminal Minds,17,8,North Star,2024,"Crime,Drama,Mystery",,361,7.8
Criminal Minds,17,9,Stars & Stripes,2024,"Crime,Drama,Mystery",,308,7.8
Criminal Minds,17,10,Save the Children,2024,"Crime,Drama,Mystery",,325,7.7
Daredevil,1,1,Into the Ring,2015,"Action,Crime,Drama",53,15656,8.4
Daredevil,1,2,Cut Man,2015,"Action,Crime,Drama",53,14981,8.9
Daredevil,1,3,Rabbit in a Snowstorm,2015,"Action,Crime,Drama",52,12662,8.3
Daredevil,1,4,In the Blood,2015,"Action,Crime,Drama",52,12320,8.6
Daredevil,1,5,World on Fire,2015,"Action,Crime,Drama",56,11901,8.7
Daredevil,1,6,Condemned,2015,"Action,Crime,Drama",48,12127,8.9
Daredevil,1,7,Stick,2015,"Action,Crime,Drama",50,11753,8.5
Daredevil,1,8,Shadows in the Glass,2015,"Action,Crime,Drama",53,11807,8.9
Daredevil,1,9,Speak of the Devil,2015,"Action,Crime,Drama",58,12109,9.1
Daredevil,1,10,Nelson v. Murdock,2015,"Action,Crime,Drama",57,11261,8.4
Daredevil,1,11,The Path of the Righteous,2015,"Action,Crime,Drama",59,11107,8.7
Daredevil,1,12,The Ones We Leave Behind,2015,"Action,Crime,Drama",60,10849,8.6
Daredevil,1,13,Daredevil,2015,"Action,Crime,Drama",56,14048,9.3
Daredevil,2,1,Bang,2016,"Action,Crime,Drama",48,11566,8.8
Daredevil,2,2,Dogs to a Gunfight,2016,"Action,Crime,Drama",50,10324,8.6
Daredevil,2,3,New York's Finest,2016,"Action,Crime,Drama",48,13551,9.4
Daredevil,2,4,Penny and Dime,2016,"Action,Crime,Drama",60,12784,9.4
Daredevil,2,5,Kinbaku,2016,"Action,Crime,Drama",56,9517,8.2
Daredevil,2,6,Regrets Only,2016,"Action,Crime,Drama",56,9103,8.5
Daredevil,2,7,Semper Fidelis,2016,"Action,Crime,Drama",56,8999,8.5
Daredevil,2,8,Guilty as Sin,2016,"Action,Crime,Drama",54,9705,9.0
Daredevil,2,9,Seven Minutes in Heaven,2016,"Action,Crime,Drama",59,11469,9.4
Daredevil,2,10,The Man in the Box,2016,"Action,Crime,Drama",52,9333,9.0
Daredevil,2,11,.380,2016,"Action,Crime,Drama",55,8772,8.7
Daredevil,2,12,The Dark at the End of the Tunnel,2016,"Action,Crime,Drama",52,9005,8.8
Daredevil,2,13,A Cold Day in Hell's Kitchen,2016,"Action,Crime,Drama",58,10835,9.1
Daredevil,3,1,Resurrection,2018,"Action,Crime,Drama",53,8431,8.2
Daredevil,3,2,Please,2018,"Action,Crime,Drama",50,7909,8.5
Daredevil,3,3,No Good Deed,2018,"Action,Crime,Drama",50,7580,8.4
Daredevil,3,4,Blindsided,2018,"Action,Crime,Drama",54,12488,9.5
Daredevil,3,5,The Perfect Game,2018,"Action,Crime,Drama",49,8178,8.8
Daredevil,3,6,The Devil You Know,2018,"Action,Crime,Drama",54,9870,9.5
Daredevil,3,7,Aftermath,2018,"Action,Crime,Drama",50,7671,8.7
Daredevil,3,8,Upstairs/Downstairs,2018,"Action,Crime,Drama",50,7684,9.0
Daredevil,3,9,Revelations,2018,"Action,Crime,Drama",54,7680,9.1
Daredevil,3,10,Karen,2018,"Action,Crime,Drama",46,8154,8.6
Daredevil,3,11,Reunion,2018,"Action,Crime,Drama",50,7544,9.1
Daredevil,3,12,One Last Shot,2018,"Action,Crime,Drama",55,8093,9.3
Daredevil,3,13,A New Napkin,2018,"Action,Crime,Drama",54,11572,9.5
Dark,1,1,Geheimnisse,2017,"Crime,Drama,Mystery",51,17015,8.2
Dark,1,2,Lügen,2017,"Crime,Drama,Mystery",44,14988,8.1
Dark,1,3,Gestern und heute,2017,"Crime,Drama,Mystery",45,14522,8.5
Dark,1,4,Doppelleben,2017,"Crime,Drama,Mystery",47,13696,8.1
Dark,1,5,Wahrheiten,2017,"Crime,Drama,Mystery",45,14495,8.8
Dark,1,6,Sic Mundus Creatus Est,2017,"Crime,Drama,Mystery",51,14211,9.0
Dark,1,7,Kreuzwege,2017,"Crime,Drama,Mystery",52,13147,8.6
Dark,1,8,"Was man sät, das wird man ernten",2017,"Crime,Drama,Mystery",50,14068,9.1
Dark,1,9,Alles ist jetzt,2017,"Crime,Drama,Mystery",55,12924,8.6
Dark,1,10,Alpha und Omega,2017,"Crime,Drama,Mystery",57,14711,9.1
Dark,2,1,Anfänge und Enden,2019,"Crime,Drama,Mystery",53,14341,8.6
Dark,2,2,Dunkle Materie,2019,"Crime,Drama,Mystery",54,13400,8.8
Dark,2,3,Gespenster,2019,"Crime,Drama,Mystery",56,13367,9.0
Dark,2,4,Die Reisenden,2019,"Crime,Drama,Mystery",60,14706,9.4
Dark,2,5,Vom Suchen und Finden,2019,"Crime,Drama,Mystery",56,13424,9.2
Dark,2,6,Ein unendlicher Kreis,2019,"Crime,Drama,Mystery",54,16979,9.5
Dark,2,7,Der weiße Teufel,2019,"Crime,Drama,Mystery",58,13281,9.1
Dark,2,8,Enden und Anfänge,2019,"Crime,Drama,Mystery",57,16320,9.4
Dark,3,1,Deja-vu,2020,"Crime,Drama,Mystery",62,15282,8.8
Dark,3,2,Die Überlebenden,2020,"Crime,Drama,Mystery",60,13959,8.6
Dark,3,3,Adam und Eva,2020,"Crime,Drama,Mystery",57,13694,8.6
Dark,3,4,Der Ursprung,2020,"Crime,Drama,Mystery",64,13895,8.8
Dark,3,5,Leben und Tod,2020,"Crime,Drama,Mystery",64,15199,9.2
Dark,3,6,Licht und Schatten,2020,"Crime,Drama,Mystery",59,14569,9.0
Dark,3,7,Zwischen der Zeit,2020,"Crime,Drama,Mystery",69,18971,9.4
Dark,3,8,Das Paradies,2020,"Crime,Drama,Mystery",73,26097,9.6
Death Note,1,1,Rebirth,2006,"Animation,Crime,Drama",24,7344,8.4
Death Note,1,2,Confrontation,2006,"Animation,Crime,Drama",24,7618,9.0
Death Note,1,3,Dealings,2006,"Animation,Crime,Drama",24,5924,8.4
Death Note,1,4,Pursuit,2006,"Animation,Crime,Drama",24,6072,8.7
Death Note,1,5,Tactics,2006,"Animation,Crime,Drama",24,5722,8.5
Death Note,1,6,Unraveling,2006,"Animation,Crime,Drama",23,5479,8.2
Death Note,1,7,Overcast,2006,"Animation,Crime,Drama",23,7305,9.1
Death Note,1,8,Glare,2006,"Animation,Crime,Drama",23,5321,8.4
Death Note,1,9,Encounter,2006,"Animation,Crime,Drama",23,5390,8.5
Death Note,1,10,Doubt,2006,"Animation,Crime,Drama",23,5169,8.1
Death Note,1,11,Assault,2006,"Animation,Crime,Drama",24,5298,8.7
Death Note,1,12,Love,2006,"Animation,Crime,Drama",23,5016,8.2
Death Note,1,13,Confession,2007,"Animation,Crime,Drama",24,4949,8.3
Death Note,1,14,Friend,2007,"Animation,Crime,Drama",24,4899,8.2
Death Note,1,15,Wager,2007,"Animation,Crime,Drama",23,5474,8.9
Death Note,1,16,Decision,2007,"Animation,Crime,Drama",23,4851,8.3
Death Note,1,17,Execution,2007,"Animation,Crime,Drama",23,4853,8.0
Death Note,1,18,Ally,2007,"Animation,Crime,Drama",23,4728,7.3
Death Note,1,19,Matsuda,2007,"Animation,Crime,Drama",24,4676,7.6
Death Note,1,20,Makeshift,2007,"Animation,Crime,Drama",24,4620,7.3
Death Note,1,21,Performance,2007,"Animation,Crime,Drama",23,4578,7.7
Death Note,1,22,Guidance,2007,"Animation,Crime,Drama",23,4635,8.1
Death Note,1,23,Frenzy,2007,"Animation,Crime,Drama",23,5238,8.8
Death Note,1,24,Revival,2007,"Animation,Crime,Drama",24,7358,9.3
Death Note,1,25,Silence,2007,"Animation,Crime,Drama",24,10319,9.6
Death Note,1,26,Renewal,2007,"Animation,Crime,Drama",24,4913,6.9
Death Note,1,27,Abduction,2007,"Animation,Crime,Drama",24,4543,7.2
Death Note,1,28,Impatience,2007,"Animation,Crime,Drama",24,4429,7.3
Death Note,1,29,Father,2007,"Animation,Crime,Drama",24,4594,7.9
Death Note,1,30,Justice,2007,"Animation,Crime,Drama",24,4346,7.6
Death Note,1,31,Transfer,2007,"Animation,Crime,Drama",24,4353,7.6
Death Note,1,32,Selection,2007,"Animation,Crime,Drama",24,4435,7.8
Death Note,1,33,Scorn,2007,"Animation,Crime,Drama",23,4362,7.1
Death Note,1,34,Vigilance,2007,"Animation,Crime,Drama",24,4284,7.2
Death Note,1,35,Malice,2007,"Animation,Crime,Drama",24,4478,7.9
Death Note,1,36,1.28,2007,"Animation,Crime,Drama",24,5792,8.9
Death Note,1,37,New World,2007,"Animation,Crime,Drama",23,7280,8.6
Dexter,1,1,Dexter,2006,"Crime,Drama,Mystery",53,13984,8.6
Dexter,1,2,Crocodile,2006,"Crime,Drama,Mystery",55,9802,8.2
Dexter,1,3,Popping Cherry,2006,"Crime,Drama,Mystery",51,9214,8.2
Dexter,1,4,Let's Give the Boy a Hand,2006,"Crime,Drama,Mystery",58,9019,8.6
Dexter,1,5,Love American Style,2006,"Crime,Drama,Mystery",56,8640,8.4
Dexter,1,6,Return to Sender,2006,"Crime,Drama,Mystery",53,9327,8.9
Dexter,1,7,Circle of Friends,2006,"Crime,Drama,Mystery",52,8497,8.6
Dexter,1,8,Shrink Wrap,2006,"Crime,Drama,Mystery",53,9442,8.9
Dexter,1,9,Father Knows Best,2006,"Crime,Drama,Mystery",55,8302,8.5
Dexter,1,10,Seeing Red,2006,"Crime,Drama,Mystery",56,9449,9.1
Dexter,1,11,Truth Be Told,2006,"Crime,Drama,Mystery",54,9805,9.2
Dexter,1,12,Born Free,2006,"Crime,Drama,Mystery",56,16353,9.6
Dexter,2,1,It's Alive!,2007,"Crime,Drama,Mystery",53,8127,8.6
Dexter,2,2,Waiting to Exhale,2007,"Crime,Drama,Mystery",56,7475,8.4
Dexter,2,3,An Inconvenient Lie,2007,"Crime,Drama,Mystery",52,7425,8.5
Dexter,2,4,See-Through,2007,"Crime,Drama,Mystery",53,7142,8.3
Dexter,2,5,The Dark Defender,2007,"Crime,Drama,Mystery",56,7359,8.6
Dexter,2,6,"Dex, Lies, and Videotape",2007,"Crime,Drama,Mystery",53,7147,8.5
Dexter,2,7,"That Night, a Forest Grew",2007,"Crime,Drama,Mystery",55,7284,8.7
Dexter,2,8,Morning Comes,2007,"Crime,Drama,Mystery",49,7743,9.0
Dexter,2,9,Resistance Is Futile,2007,"Crime,Drama,Mystery",50,9308,9.4
Dexter,2,10,There's Something About Harry,2007,"Crime,Drama,Mystery",55,7484,8.9
Dexter,2,11,Left Turn Ahead,2007,"Crime,Drama,Mystery",51,7547,9.0
Dexter,2,12,The British Invasion,2007,"Crime,Drama,Mystery",51,9185,9.2
Dexter,3,1,Our Father,2008,"Crime,Drama,Mystery",58,6901,8.1
Dexter,3,2,Finding Freebo,2008,"Crime,Drama,Mystery",49,6563,8.3
Dexter,3,3,The Lion Sleeps Tonight,2008,"Crime,Drama,Mystery",49,6398,8.0
Dexter,3,4,All in the Family,2008,"Crime,Drama,Mystery",54,6342,8.0
Dexter,3,5,Turning Biminese,2008,"Crime,Drama,Mystery",49,6279,8.3
Dexter,3,6,Sí Se Puede,2008,"Crime,Drama,Mystery",54,6182,8.1
Dexter,3,7,Easy As Pie,2008,"Crime,Drama,Mystery",58,6377,8.4
Dexter,3,8,The Damage A Man Can Do,2008,"Crime,Drama,Mystery",54,6239,8.5
Dexter,3,9,About Last Night,2008,"Crime,Drama,Mystery",51,6381,8.7
Dexter,3,10,Go Your Own Way,2008,"Crime,Drama,Mystery",50,6803,9.0
Dexter,3,11,I Had A Dream,2008,"Crime,Drama,Mystery",51,6547,8.8
Dexter,3,12,Do You Take Dexter Morgan?,2008,"Crime,Drama,Mystery",51,7006,8.8
Dexter,4,1,Living the Dream,2009,"Crime,Drama,Mystery",54,7054,8.6
Dexter,4,2,Remains to Be Seen,2009,"Crime,Drama,Mystery",49,6474,8.6
Dexter,4,3,Blinded by the Light,2009,"Crime,Drama,Mystery",51,6324,8.2
Dexter,4,4,Dex Takes A Holiday,2009,"Crime,Drama,Mystery",55,7549,9.2
Dexter,4,5,Dirty Harry,2009,"Crime,Drama,Mystery",49,6833,8.9
Dexter,4,6,If I Had a Hammer,2009,"Crime,Drama,Mystery",55,6362,8.6
Dexter,4,7,Slack Tide,2009,"Crime,Drama,Mystery",53,6259,8.4
Dexter,4,8,Road Kill,2009,"Crime,Drama,Mystery",54,6339,8.4
Dexter,4,9,Hungry Man,2009,"Crime,Drama,Mystery",51,9267,9.4
Dexter,4,10,Lost Boys,2009,"Crime,Drama,Mystery",57,7664,9.2
Dexter,4,11,"Hello, Dexter Morgan",2009,"Crime,Drama,Mystery",51,9874,9.5
Dexter,4,12,The Getaway,2009,"Crime,Drama,Mystery",51,21262,9.8
Dexter,5,1,My Bad,2010,"Crime,Drama,Mystery",53,7671,8.8
Dexter,5,2,Hello Bandit,2010,"Crime,Drama,Mystery",50,5831,8.1
Dexter,5,3,Practically Perfect,2010,"Crime,Drama,Mystery",49,5707,8.3
Dexter,5,4,Beauty And The Beast,2010,"Crime,Drama,Mystery",51,5669,8.3
Dexter,5,5,First Blood,2010,"Crime,Drama,Mystery",50,5727,7.9
Dexter,5,6,Everything Is Illumenated,2010,"Crime,Drama,Mystery",49,6064,8.7
Dexter,5,7,Circle Us,2010,"Crime,Drama,Mystery",48,5564,8.3
Dexter,5,8,Take It!,2010,"Crime,Drama,Mystery",52,5876,8.8
Dexter,5,9,Teenage Wasteland,2010,"Crime,Drama,Mystery",55,6140,8.9
Dexter,5,10,In The Beginning,2010,"Crime,Drama,Mystery",53,6092,8.9
Dexter,5,11,Hop A Freighter,2010,"Crime,Drama,Mystery",47,5835,8.8
Dexter,5,12,The Big One,2010,"Crime,Drama,Mystery",56,6901,8.8
Dexter,6,1,Those Kinds of Things,2011,"Crime,Drama,Mystery",54,6837,8.4
Dexter,6,2,Once Upon a Time...,2011,"Crime,Drama,Mystery",53,5734,7.9
Dexter,6,3,Smokey and the Bandit,2011,"Crime,Drama,Mystery",50,5539,8.0
Dexter,6,4,A Horse of a Different Color,2011,"Crime,Drama,Mystery",52,5581,8.3
Dexter,6,5,The Angel of Death,2011,"Crime,Drama,Mystery",51,5481,7.9
Dexter,6,6,Just Let Go,2011,"Crime,Drama,Mystery",54,5645,8.4
Dexter,6,7,Nebraska,2011,"Crime,Drama,Mystery",52,6184,7.7
Dexter,6,8,Sin of Omission,2011,"Crime,Drama,Mystery",52,5390,7.7
Dexter,6,9,Get Gellar,2011,"Crime,Drama,Mystery",50,5826,8.4
Dexter,6,10,Ricochet Rabbit,2011,"Crime,Drama,Mystery",49,5382,7.9
Dexter,6,11,Talk to the Hand,2011,"Crime,Drama,Mystery",48,5529,8.2
Dexter,6,12,This Is the Way the World Ends,2011,"Crime,Drama,Mystery",51,8463,9.1
Dexter,7,1,Are You...?,2012,"Crime,Drama,Mystery",55,11490,9.4
Dexter,7,2,Sunshine and Frosty Swirl,2012,"Crime,Drama,Mystery",59,6460,8.7
Dexter,7,3,Buck the System,2012,"Crime,Drama,Mystery",56,5975,8.5
Dexter,7,4,Run,2012,"Crime,Drama,Mystery",54,6736,8.8
Dexter,7,5,Swim Deep,2012,"Crime,Drama,Mystery",57,5625,8.4
Dexter,7,6,Do the Wrong Thing,2012,"Crime,Drama,Mystery",54,5711,8.1
Dexter,7,7,Chemistry,2012,"Crime,Drama,Mystery",53,5641,8.3
Dexter,7,8,Argentina,2012,"Crime,Drama,Mystery",58,6584,8.8
Dexter,7,9,Helter Skelter,2012,"Crime,Drama,Mystery",57,5632,8.5
Dexter,7,10,The Dark...Whatever,2012,"Crime,Drama,Mystery",54,5429,8.3
Dexter,7,11,Do You See What I See?,2012,"Crime,Drama,Mystery",57,6029,8.9
Dexter,7,12,"Surprise, Motherf**ker!",2012,"Crime,Drama,Mystery",56,9519,9.3
Dexter,8,1,A Beautiful Day,2013,"Crime,Drama,Mystery",53,7767,8.4
Dexter,8,2,Every Silver Lining...,2013,"Crime,Drama,Mystery",57,5797,7.9
Dexter,8,3,What's Eating Dexter Morgan?,2013,"Crime,Drama,Mystery",49,5617,8.0
Dexter,8,4,Scar Tissue,2013,"Crime,Drama,Mystery",50,5670,7.9
Dexter,8,5,This Little Piggy,2013,"Crime,Drama,Mystery",48,5538,7.8
Dexter,8,6,A Little Reflection,2013,"Crime,Drama,Mystery",55,5518,7.6
Dexter,8,7,Dress Code,2013,"Crime,Drama,Mystery",53,5617,7.5
Dexter,8,8,Are We There Yet?,2013,"Crime,Drama,Mystery",52,5982,8.0
Dexter,8,9,Make Your Own Kind of Music,2013,"Crime,Drama,Mystery",55,5855,7.3
Dexter,8,10,Goodbye Miami,2013,"Crime,Drama,Mystery",53,6492,6.9
Dexter,8,11,Monkey in a Box,2013,"Crime,Drama,Mystery",52,6767,7.2
Dexter,8,12,Remember the Monsters?,2013,"Crime,Drama,Mystery",56,24645,4.8
Doctor Who,1,1,Rose,2005,"Adventure,Drama,Sci-Fi",45,11190,7.5
Doctor Who,1,2,The End of the World,2005,"Adventure,Drama,Sci-Fi",45,9856,7.5
Doctor Who,1,3,The Unquiet Dead,2005,"Adventure,Drama,Sci-Fi",45,9216,7.4
Doctor Who,1,4,Aliens of London,2005,"Adventure,Drama,Sci-Fi",45,8933,6.9
Doctor Who,1,5,World War Three,2005,"Adventure,Drama,Sci-Fi",45,8650,6.9
Doctor Who,1,6,Dalek,2005,"Adventure,Drama,Sci-Fi",45,9811,8.6
Doctor Who,1,7,The Long Game,2005,"Adventure,Drama,Sci-Fi",45,8503,7.0
Doctor Who,1,8,Father's Day,2005,"Adventure,Drama,Sci-Fi",45,9319,8.3
Doctor Who,1,9,The Empty Child,2005,"Adventure,Drama,Sci-Fi",45,11056,9.0
Doctor Who,1,10,The Doctor Dances,2005,"Adventure,Drama,Sci-Fi",45,10252,9.0
Doctor Who,1,11,Boom Town,2005,"Adventure,Drama,Sci-Fi",45,8130,7.1
Doctor Who,1,12,Bad Wolf,2005,"Adventure,Drama,Sci-Fi",45,9127,8.6
Doctor Who,1,13,The Parting of the Ways,2005,"Adventure,Drama,Sci-Fi",45,9751,9.0
Doctor Who,2,0,The Christmas Invasion,2005,"Adventure,Drama,Sci-Fi",60,9125,8.0
Doctor Who,2,1,New Earth,2006,"Adventure,Drama,Sci-Fi",45,8554,7.3
Doctor Who,2,2,Tooth and Claw,2006,"Adventure,Drama,Sci-Fi",45,8585,7.6
Doctor Who,2,3,School Reunion,2006,"Adventure,Drama,Sci-Fi",45,9089,8.2
Doctor Who,2,4,The Girl in the Fireplace,2006,"Adventure,Drama,Sci-Fi",45,13477,9.2
Doctor Who,2,5,Rise of the Cybermen,2006,"Adventure,Drama,Sci-Fi",45,8104,7.7
Doctor Who,2,6,The Age of Steel,2006,"Adventure,Drama,Sci-Fi",45,8016,7.8
Doctor Who,2,7,The Idiot's Lantern,2006,"Adventure,Drama,Sci-Fi",45,8161,6.7
Doctor Who,2,8,The Impossible Planet,2006,"Adventure,Drama,Sci-Fi",45,9125,8.6
Doctor Who,2,9,The Satan Pit,2006,"Adventure,Drama,Sci-Fi",45,9320,8.7
Doctor Who,2,10,Love & Monsters,2006,"Adventure,Drama,Sci-Fi",45,9408,6.1
Doctor Who,2,11,Fear Her,2006,"Adventure,Drama,Sci-Fi",45,8411,5.8
Doctor Who,2,12,Army of Ghosts,2006,"Adventure,Drama,Sci-Fi",45,8319,8.4
Doctor Who,2,13,Doomsday,2006,"Adventure,Drama,Sci-Fi",45,10958,9.2
Doctor Who,3,0,The Runaway Bride,2006,"Adventure,Drama,Sci-Fi",60,8593,7.6
Doctor Who,3,1,Smith and Jones,2007,"Adventure,Drama,Sci-Fi",45,8285,7.9
Doctor Who,3,2,The Shakespeare Code,2007,"Adventure,Drama,Sci-Fi",45,8258,7.5
Doctor Who,3,3,Gridlock,2007,"Adventure,Drama,Sci-Fi",45,8495,8.0
Doctor Who,3,4,Daleks in Manhattan,2007,"Adventure,Drama,Sci-Fi",45,7784,7.0
Doctor Who,3,5,Evolution of the Daleks,2007,"Adventure,Drama,Sci-Fi",45,7752,6.9
Doctor Who,3,6,The Lazarus Experiment,2007,"Adventure,Drama,Sci-Fi",45,7770,6.5
Doctor Who,3,7,42,2007,"Adventure,Drama,Sci-Fi",45,7582,7.2
Doctor Who,3,8,Human Nature,2007,"Adventure,Drama,Sci-Fi",45,9667,8.9
Doctor Who,3,9,The Family of Blood,2007,"Adventure,Drama,Sci-Fi",45,10592,9.2
Doctor Who,3,10,Blink,2007,"Adventure,Drama,Sci-Fi",45,25086,9.8
Doctor Who,3,11,Utopia,2007,"Adventure,Drama,Sci-Fi",45,8661,8.7
Doctor Who,3,12,The Sound of Drums,2007,"Adventure,Drama,Sci-Fi",45,8695,8.7
Doctor Who,3,13,Last of the Time Lords,2007,"Adventure,Drama,Sci-Fi",50,8925,8.3
Doctor Who,4,0,Voyage of the Damned,2007,"Adventure,Drama,Sci-Fi",71,8466,7.6
Doctor Who,4,1,Partners in Crime,2008,"Adventure,Drama,Sci-Fi",48,8170,7.7
Doctor Who,4,2,The Fires of Pompeii,2008,"Adventure,Drama,Sci-Fi",45,8361,8.0
Doctor Who,4,3,Planet of the Ood,2008,"Adventure,Drama,Sci-Fi",48,8002,8.0
Doctor Who,4,4,The Sontaran Stratagem,2008,"Adventure,Drama,Sci-Fi",45,7262,7.4
Doctor Who,4,5,The Poison Sky,2008,"Adventure,Drama,Sci-Fi",45,7191,7.5
Doctor Who,4,6,The Doctor's Daughter,2008,"Adventure,Drama,Sci-Fi",45,7980,7.5
Doctor Who,4,7,The Unicorn and the Wasp,2008,"Adventure,Drama,Sci-Fi",45,7879,7.7
Doctor Who,4,8,Silence in the Library,2008,"Adventure,Drama,Sci-Fi",43,11482,9.3
Doctor Who,4,9,Forest of the Dead,2008,"Adventure,Drama,Sci-Fi",45,11776,9.4
Doctor Who,4,10,Midnight,2008,"Adventure,Drama,Sci-Fi",45,10767,9.1
Doctor Who,4,11,Turn Left,2008,"Adventure,Drama,Sci-Fi",49,9178,8.9
Doctor Who,4,12,The Stolen Earth,2008,"Adventure,Drama,Sci-Fi",45,8965,9.0
